Date,Open,High,Low,Close,Volume
2023-12-04,33318.07,33324.38,33023.04,33231.27,87300000
2023-12-05,33022.38,33089.82,32726.68,32775.82,86100000
2023-12-06,32928.92,33452.13,32914.09,33445.90,91200000
2023-12-07,33165.72,33195.87,32814.69,32858.31,105100000
2023-12-08,32600.47,32604.35,32205.38,32307.86,144200000
2023-12-11,32665.09,32933.08,32650.10,32791.80,105800000
2023-12-12,33107.65,33172.13,32800.24,32843.70,98100000
2023-12-13,32973.47,33104.47,32864.38,32926.35,100000000
2023-12-14,33032.30,33120.55,32515.04,32686.25,133400000
2023-12-15,32760.56,33122.33,32732.66,32970.55,141100000
2023-12-18,32769.23,32790.58,32541.23,32758.98,106900000
2023-12-19,32774.21,33219.39,32654.43,33219.39,106300000
2023-12-20,33467.32,33824.06,33467.32,33675.94,118000000
2023-12-21,33276.81,33337.84,33097.79,33140.47,95600000
2023-12-22,33257.95,33375.19,33151.70,33169.05,89400000
2023-12-25,33414.51,33414.51,33221.57,33254.03,58900000
2023-12-26,33295.68,33312.26,33181.36,33305.85,68300000
2023-12-27,33532.97,33755.75,33521.52,33681.24,93700000
2023-12-28,33477.47,33571.73,33411.24,33539.62,73300000
2023-12-29,33458.64,33652.71,33305.17,33464.17,89000000
2024-01-04,33193.05,33299.39,32693.18,33288.29,117300000
2024-01-05,33397.52,33568.04,33257.43,33377.42,115300000
2024-01-09,33704.83,33990.28,33600.32,33763.18,112100000
2024-01-10,33896.33,34539.02,33885.74,34441.72,106000000
2024-01-11,34871.33,35157.56,34849.57,35049.86,130100000
2024-01-12,35601.65,35839.65,35362.24,35577.11,129200000
2024-01-15,35634.12,36008.23,35544.32,35901.79,105700000
2024-01-16,35909.20,35955.68,35587.53,35619.18,103400000
2024-01-17,35850.18,36239.22,35476.52,35477.75,139500000
2024-01-18,35371.25,35728.09,35371.25,35466.17,100300000
2024-01-19,35913.72,36076.23,35790.07,35963.27,104100000
2024-01-22,36294.10,36571.80,36225.91,36546.95,100000000
2024-01-23,36605.30,36984.51,36436.07,36517.57,111500000
2024-01-24,36415.66,36471.39,36104.89,36226.48,108600000
2024-01-25,36213.14,36312.36,35912.54,36236.47,94600000
2024-01-26,36003.00,36060.40,35687.58,35751.07,109600000
2024-01-29,35814.29,36186.87,35813.77,36026.94,95500000
2024-01-30,36196.64,36249.03,36039.31,36065.86,87900000
2024-01-31,35747.89,36292.53,35704.58,36286.71,111100000
2024-02-01,36008.56,36146.36,35924.60,36011.46,118100000
2024-02-02,36249.99,36441.09,36083.61,36158.02,114800000
2024-02-05,36419.34,36452.62,36213.00,36354.16,130500000
2024-02-06,36249.08,36294.48,36065.98,36160.66,134700000
2024-02-07,36002.99,36195.50,35854.63,36119.92,126500000
2024-02-08,36258.84,36956.97,36206.20,36863.28,151000000
2024-02-09,36915.44,37287.26,36807.03,36897.42,146800000
2024-02-13,37248.36,38010.69,37184.10,37963.97,140500000
2024-02-14,37712.87,37825.85,37594.47,37703.32,120300000
2024-02-15,38017.83,38188.74,37935.36,38157.94,130000000
2024-02-16,38517.37,38865.06,38361.55,38487.24,151700000
2024-02-19,38473.41,38555.84,38281.70,38470.38,102000000
2024-02-20,38510.37,38742.33,38288.04,38363.61,108500000
2024-02-21,38191.97,38339.70,38095.15,38262.16,104700000
2024-02-22,38508.07,39156.97,38508.07,39098.68,122900000
2024-02-26,39320.64,39388.08,39181.03,39233.71,125700000
2024-02-27,39260.78,39426.29,39113.03,39239.52,119100000
2024-02-28,39189.22,39283.95,39075.47,39208.03,119900000
2024-02-29,38935.53,39250.12,38876.81,39166.19,166000000
2024-03-01,39254.69,39990.23,39224.64,39910.82,122800000
2024-03-04,40201.76,40314.64,40001.55,40109.23,119400000
2024-03-05,39881.73,40226.99,39840.34,40097.63,115200000
2024-03-06,39792.37,40147.77,39769.04,40090.78,112900000
2024-03-07,40331.06,40472.11,39518.40,39598.71,137200000
2024-03-08,39809.56,39989.33,39551.60,39688.94,143300000
2024-03-11,39232.14,39241.28,38496.66,38820.49,132900000
2024-03-12,38470.39,38841.80,38271.38,38797.51,112900000
2024-03-13,39059.95,39147.80,38452.57,38695.97,105400000
2024-03-14,38591.73,38840.33,38400.17,38807.38,111100000
2024-03-15,38548.16,38808.68,38519.94,38707.64,167100000
2024-03-18,38960.99,39769.11,38935.47,39740.44,128700000
2024-03-19,39622.58,40003.60,39407.50,40003.60,134700000
2024-03-21,40511.55,40823.32,40452.19,40815.66,157200000
2024-03-22,40942.88,41087.75,40714.14,40888.43,136100000
2024-03-25,40798.96,40837.18,40414.12,40414.12,101500000
2024-03-26,40345.04,40529.53,40280.85,40398.03,101400000
2024-03-27,40517.17,40979.36,40452.21,40762.73,121300000
2024-03-28,40324.42,40482.02,40054.06,40168.07,135600000
2024-03-29,40277.45,40521.71,40268.11,40369.44,122000000
2024-04-01,40646.70,40697.22,39706.45,39803.09,134500000
2024-04-02,39892.59,40151.05,39707.87,39838.91,115800000
2024-04-03,39503.72,39625.90,39217.04,39451.85,123200000
2024-04-04,39928.33,40243.02,39773.14,39773.14,145100000
2024-04-05,39237.39,39274.76,38774.24,38992.08,129600000
2024-04-08,39391.98,39617.36,39197.00,39347.04,108300000
2024-04-09,39496.95,39773.13,39476.13,39773.13,105900000
2024-04-10,39582.33,39708.70,39510.48,39581.81,97400000
2024-04-11,39090.68,39473.48,39065.31,39442.63,107000000
2024-04-12,39722.02,39774.82,39457.73,39523.55,107100000
2024-04-15,39056.93,39232.80,38820.95,39232.80,107000000
2024-04-16,38750.67,38764.82,38322.32,38471.20,133000000
2024-04-17,38587.47,38587.61,37961.80,37961.80,120600000
2024-04-18,37745.04,38216.75,37644.91,38079.70,105800000
2024-04-19,37724.47,37749.48,36733.06,37068.35,155400000
2024-04-22,37240.93,37511.80,37052.63,37438.61,119400000
2024-04-23,37797.06,37817.78,37397.27,37552.16,95900000
2024-04-24,37871.92,38460.08,37857.47,38460.08,121100000
2024-04-25,38065.91,38129.53,37604.23,37628.48,113900000
2024-04-26,37725.61,38097.54,37550.70,37934.76,124900000
2024-04-30,38312.66,38608.17,38182.11,38405.66,151400000
2024-05-01,38107.38,38433.34,38036.24,38274.05,108500000
2024-05-02,38004.01,38355.60,37958.19,38236.07,101900000
2024-05-07,38636.23,38863.14,38541.97,38835.10,115200000
2024-05-08,38677.57,38749.35,38159.85,38202.37,120100000
2024-05-09,38242.92,38429.81,38072.24,38073.98,118600000
2024-05-10,38361.79,38741.88,38126.91,38229.11,167300000
2024-05-13,38211.61,38273.40,37969.58,38179.46,128700000
2024-05-14,38287.99,38477.68,38084.71,38356.06,143300000
2024-05-15,38533.09,38816.60,38335.61,38385.73,146300000
2024-05-16,38645.96,38949.38,38513.33,38920.26,157900000
2024-05-17,38561.04,38842.49,38539.56,38787.38,133300000
2024-05-20,38761.71,39437.16,38703.70,39069.68,127400000
2024-05-21,39232.16,39346.15,38942.28,38946.93,106700000
2024-05-22,38823.91,38854.99,38592.94,38617.10,105500000
2024-05-23,38803.13,39129.47,38617.43,39103.22,107800000
2024-05-24,38506.03,38740.82,38367.70,38646.11,96300000
2024-05-27,38766.21,38900.02,38667.93,38900.02,94200000
2024-05-28,38879.15,38981.97,38756.13,38855.37,101200000
2024-05-29,38880.50,39141.99,38524.24,38556.87,123900000
2024-05-30,38112.77,38138.03,37617.00,38054.13,117300000
2024-05-31,38173.22,38526.93,38087.61,38487.90,211000000
2024-06-03,38734.95,39032.50,38734.95,38923.03,115900000
2024-06-04,38702.54,38895.06,38591.79,38837.46,117900000
2024-06-05,38654.09,38656.41,38343.98,38490.17,119400000
2024-06-06,38841.66,39011.93,38693.50,38703.51,118900000
2024-06-07,38597.55,38747.27,38560.85,38683.93,96200000
2024-06-10,38689.78,39081.54,38689.78,39038.16,89200000
2024-06-11,39175.59,39336.66,39074.88,39134.79,93300000
2024-06-12,38865.15,38945.99,38809.36,38876.71,108200000
2024-06-13,39182.06,39252.44,38689.79,38720.47,115900000
2024-06-14,38587.57,39025.70,38554.75,38814.56,157100000
2024-06-17,38440.98,38442.70,37950.20,38102.44,107500000
2024-06-18,38433.48,38519.02,38332.89,38482.11,97100000
2024-06-19,38653.91,38797.97,38453.41,38570.76,93600000
2024-06-20,38410.32,38637.62,38263.08,38633.02,88000000
2024-06-21,38608.66,38795.68,38532.13,38596.47,140800000
2024-06-24,38497.42,38905.47,38416.07,38804.65,93500000
2024-06-25,38833.90,39215.07,38758.07,39173.15,108300000
2024-06-26,39364.73,39788.63,39233.56,39667.07,108900000
2024-06-27,39434.47,39439.24,39193.51,39341.54,115000000
2024-06-28,39593.01,39783.70,39485.73,39583.08,124300000
2024-07-01,39839.82,39942.69,39537.10,39631.06,118800000
2024-07-02,39543.61,40113.48,39457.62,40074.69,135100000
2024-07-03,40225.83,40694.21,40172.85,40580.76,125600000
2024-07-04,40747.59,40971.23,40604.15,40913.65,118000000
2024-07-05,41009.36,41100.13,40746.89,40912.37,114200000
2024-07-08,40863.14,41112.24,40780.70,40780.70,113000000
2024-07-09,40953.41,41769.35,40942.44,41580.17,118200000
2024-07-10,41444.33,41889.16,41430.38,41831.99,134400000
2024-07-11,42343.72,42426.77,42102.46,42224.02,123000000
2024-07-12,41668.86,41754.76,41188.29,41190.68,130400000
2024-07-16,41366.79,41520.07,41220.65,41275.08,100800000
2024-07-17,41416.18,41466.45,41054.72,41097.69,109900000
2024-07-18,40521.71,40587.63,40104.22,40126.35,117600000
2024-07-19,39965.91,40212.90,39824.58,40063.79,99800000
2024-07-22,39947.95,39973.20,39519.39,39599.00,82700000
2024-07-23,39864.09,39927.89,39519.91,39594.39,88300000
2024-07-24,39336.74,39643.27,39096.50,39154.85,110300000
2024-07-25,38524.20,38557.79,37825.58,37869.51,143000000
2024-07-26,37792.87,38105.96,37611.19,37667.41,124000000
2024-07-29,38139.12,38719.70,38010.01,38468.63,107300000
2024-07-30,38241.35,38531.16,38076.70,38525.95,109700000
2024-07-31,38140.77,39188.37,37954.38,39101.82,146400000
2024-08-01,38781.56,38781.56,37737.88,38126.33,178800000
2024-08-02,37444.17,37471.52,35880.15,35909.70,204300000
2024-08-05,35249.36,35301.18,31156.12,31458.42,285600000
2024-08-06,32077.33,34911.80,32077.33,34675.46,251200000
2024-08-07,34122.35,35849.77,33739.46,35089.62,242800000
2024-08-08,34645.79,35379.65,34207.16,34831.15,165300000
2024-08-09,35272.34,35671.31,34445.57,35025.00,176900000
2024-08-13,35490.58,36232.51,35476.79,36232.51,140700000
2024-08-14,36535.60,36683.89,36074.71,36442.43,135600000
2024-08-15,36381.40,36885.16,36381.40,36726.64,119700000
2024-08-16,37304.93,38143.55,37304.93,38062.67,129500000
2024-08-19,37863.76,38125.27,37318.04,37388.62,107800000
2024-08-20,37847.85,38236.39,37738.30,38062.92,110600000
2024-08-21,37653.34,38026.02,37605.83,37951.80,94800000
2024-08-22,38033.78,38408.19,37883.86,38211.01,92800000
2024-08-23,38278.18,38424.27,38053.47,38364.27,89800000
2024-08-26,38156.41,38204.81,37825.31,38110.22,91700000
2024-08-27,38066.31,38365.64,37911.32,38288.62,84300000
2024-08-28,38221.38,38399.91,38141.49,38371.76,88700000
2024-08-29,38119.95,38401.15,37970.20,38362.53,106500000
2024-08-30,38388.04,38669.79,38316.87,38647.75,136600000
2024-09-02,39025.31,39080.64,38476.51,38700.87,87100000
2024-09-03,38745.76,38967.56,38581.55,38686.31,91200000
2024-09-04,38039.91,38080.02,36879.33,37047.61,144400000
2024-09-05,36536.25,37099.96,36359.23,36657.09,111300000
2024-09-06,36815.00,36898.28,36235.61,36391.47,111700000
2024-09-09,35805.82,36248.12,35247.87,36215.75,118200000
2024-09-10,36386.12,36537.03,36001.58,36159.16,112300000
2024-09-11,36029.90,36056.87,35253.43,35619.77,127600000
2024-09-12,36185.62,36902.21,36172.26,36833.27,126300000
2024-09-13,36882.41,36887.40,36441.34,36581.76,115900000
2024-09-17,36601.93,36663.18,35828.54,36203.22,127300000
2024-09-18,36546.04,36675.07,36127.45,36380.17,99900000
2024-09-19,36958.93,37394.52,36958.93,37155.33,114100000
2024-09-20,37714.07,37974.72,37654.11,37723.91,162600000
2024-09-24,38171.36,38427.15,37902.99,37940.59,113500000
2024-09-25,37947.35,38109.24,37868.84,37870.26,108200000
2024-09-26,38266.79,38925.63,38240.65,38925.63,141000000
2024-09-27,39108.27,39829.56,38917.98,39829.56,161900000
2024-09-30,39117.83,39126.36,37797.91,37919.55,190500000
2024-10-01,38232.47,38718.13,38232.47,38651.97,132100000
2024-10-02,38136.20,38213.54,37651.07,37808.76,139600000
2024-10-03,38459.13,38856.75,38457.62,38552.06,126800000
2024-10-04,38594.73,38735.29,38501.82,38635.62,121200000
2024-10-07,39239.92,39560.78,39195.93,39332.74,128000000
2024-10-08,39021.13,39117.09,38817.54,38937.54,120400000
2024-10-09,39385.49,39456.28,39115.63,39277.96,106800000
2024-10-10,39575.80,39616.59,39282.19,39380.89,103500000
2024-10-11,39636.87,39668.93,39415.26,39605.80,110900000
2024-10-15,40047.15,40257.34,39910.55,39910.55,129000000
2024-10-16,39362.63,39362.63,39062.85,39180.30,108100000
2024-10-17,39263.82,39299.74,38911.19,38911.19,107200000
2024-10-18,39092.47,39186.64,38893.52,38981.75,95700000
2024-10-21,38960.20,39119.67,38775.59,38954.60,99000000
2024-10-22,38933.60,38995.03,38200.82,38411.96,110400000
2024-10-23,38397.28,38514.33,37987.62,38104.86,95400000
2024-10-24,37804.52,38320.39,37712.19,38143.29,108700000
2024-10-25,37954.78,38028.14,37713.00,37913.92,90700000
2024-10-28,37757.95,38740.17,37757.95,38605.53,116600000
2024-10-29,38524.30,38903.68,38416.85,38903.68,97400000
2024-10-30,39102.89,39417.88,39094.30,39277.39,221800000
2024-10-31,39179.72,39249.21,38832.21,39081.25,144300000
2024-11-01,38504.35,38512.83,37946.66,38053.67,130300000
2024-11-05,38274.22,38620.19,38159.73,38474.90,120000000
2024-11-06,38677.95,39664.53,38662.17,39480.67,170600000
2024-11-07,39745.23,39884.01,39020.22,39381.41,190000000
2024-11-08,39783.45,39818.41,39377.87,39500.37,159300000
2024-11-11,39417.21,39598.74,39315.61,39533.32,122700000
2024-11-12,39642.78,39866.72,39137.89,39376.09,163000000
2024-11-13,39317.15,39377.24,38600.26,38721.66,150400000
2024-11-14,38911.04,39084.44,38535.70,38535.70,133800000
2024-11-15,38749.56,39101.64,38642.91,38642.91,143900000
2024-11-18,38259.59,38548.30,38150.39,38220.85,106000000
2024-11-19,38396.72,38560.10,38246.36,38414.43,109200000
2024-11-20,38475.70,38520.45,38180.15,38352.34,103500000
2024-11-21,38352.87,38374.69,37945.21,38026.17,101900000
2024-11-22,38146.98,38420.63,38085.13,38283.85,103300000
2024-11-25,38679.93,39053.64,38672.17,38780.14,192400000
2024-11-26,38596.76,38596.76,38020.08,38442.00,122800000
2024-11-27,38327.86,38332.45,37988.99,38134.97,120500000
2024-11-28,37935.94,38478.32,37801.62,38349.06,103400000
2024-11-29,38205.08,38270.06,37986.97,38208.03,102300000
2024-12-02,38216.95,38552.41,37958.55,38513.02,110500000
2024-12-03,38748.65,39427.37,38746.05,39248.86,142200000
2024-12-04,39354.00,39417.08,39062.03,39276.39,119100000
2024-12-05,39610.43,39632.30,39323.04,39395.60,116400000
2024-12-06,39371.56,39468.47,38940.44,39091.17,101500000
2024-12-09,39332.55,39332.55,38972.78,39160.50,113100000
2024-12-10,39375.49,39465.14,39171.69,39367.58,110300000
2024-12-11,39357.77,39401.93,39112.80,39372.23,105800000
2024-12-12,39849.97,40091.55,39827.59,39849.14,121100000
2024-12-13,39624.05,39734.99,39247.41,39470.44,123900000
2024-12-16,39551.22,39632.17,39371.42,39457.49,87500000
2024-12-17,39589.65,39796.22,39364.68,39364.68,115700000
2024-12-18,39176.88,39382.69,39081.71,39081.71,132200000
2024-12-19,38522.27,38913.07,38355.52,38813.58,147700000
2024-12-20,38950.28,39039.68,38701.90,38701.90,184500000
2024-12-23,39040.72,39210.17,38847.13,39161.34,103200000
2024-12-24,39210.23,39245.75,38995.76,39036.85,116200000
2024-12-25,39168.52,39180.59,38927.16,39130.43,116100000
2024-12-26,39129.31,39592.28,39110.92,39568.06,131400000
2024-12-27,39672.15,40398.23,39669.39,40281.16,159500000
2024-12-30,40325.78,40325.78,39864.46,39894.54,110600000
2025-01-06,39945.42,39993.50,39232.78,39307.05,137900000
2025-01-07,39584.36,40288.80,39584.36,40083.30,127000000
2025-01-08,39879.36,40105.72,39705.81,39981.06,118800000
2025-01-09,39888.91,39930.07,39385.05,39605.09,117000000
2025-01-10,39550.25,39591.46,39166.05,39190.40,113200000
2025-01-14,39010.96,39054.35,38305.91,38474.30,126900000
2025-01-15,38721.61,38774.99,38316.01,38444.58,100700000
2025-01-16,38732.65,38932.54,38426.20,38572.60,114200000
2025-01-17,38454.10,38503.94,38055.68,38451.46,115300000
2025-01-20,38671.77,39032.93,38671.77,38902.50,87500000
2025-01-21,39163.53,39238.21,38643.84,39027.98,93300000
2025-01-22,39355.22,39694.57,39332.63,39646.25,108500000
2025-01-23,39810.06,40036.07,39677.22,39958.87,119100000
2025-01-24,40060.49,40279.79,39806.69,39931.98,122600000
2025-01-27,40127.74,40255.68,39520.79,39565.80,117200000
2025-01-28,39400.02,39448.55,38886.05,39016.87,132000000
2025-01-29,39273.80,39448.24,39129.14,39414.78,108600000
2025-01-30,39302.85,39600.93,39221.36,39513.97,107900000
2025-01-31,39574.38,39681.82,39458.95,39572.49,123300000
2025-02-03,38932.66,38948.61,38401.82,38520.09,169200000
2025-02-04,39078.66,39192.51,38590.96,38798.37,144300000
2025-02-05,38979.21,39118.95,38682.18,38831.48,151200000
2025-02-06,38977.58,39190.13,38851.51,39066.53,154700000
2025-02-07,38907.76,39007.94,38753.20,38787.02,148700000
2025-02-10,38736.37,38895.74,38606.32,38801.17,134600000
2025-02-12,39049.12,39102.65,38794.24,38963.70,175500000
2025-02-13,39225.50,39581.47,39112.17,39461.47,130400000
2025-02-14,39419.25,39543.93,39133.94,39149.43,132900000
2025-02-17,39094.09,39238.75,39021.23,39174.25,111300000
2025-02-18,39187.99,39508.55,39151.71,39270.40,116000000
2025-02-19,39230.62,39298.05,38994.70,39164.61,124300000
2025-02-20,38942.91,38967.01,38468.72,38678.04,125200000
2025-02-21,38523.07,38808.81,38456.53,38776.94,130100000
2025-02-25,38359.67,38485.95,38131.79,38237.79,132900000
2025-02-26,38143.68,38175.24,37742.76,38142.37,120800000
2025-02-27,38251.11,38369.96,38061.94,38256.17,121600000
2025-02-28,37853.48,37925.28,36840.12,37155.50,191600000
2025-03-03,37617.50,37827.62,37372.26,37785.47,115800000
2025-03-04,37532.01,37587.49,36816.16,37331.18,138200000
2025-03-05,37345.74,37606.34,37178.72,37418.24,130900000
2025-03-06,37654.95,37874.38,37580.88,37704.93,137700000
2025-03-07,37198.30,37221.65,36813.62,36887.17,136800000
2025-03-10,36972.59,37113.48,36705.02,37028.27,109800000
2025-03-11,36584.37,36793.11,35987.13,36793.11,153600000
2025-03-12,36763.10,36956.33,36658.86,36819.09,128700000
2025-03-13,37081.64,37326.27,36776.94,36790.03,119300000
2025-03-14,36606.78,37154.39,36594.04,37053.10,134800000
2025-03-17,37453.83,37563.27,37377.55,37396.52,120300000
2025-03-18,37868.57,38004.20,37822.87,37845.42,133500000
2025-03-19,37839.39,38128.58,37751.88,37751.88,116800000
2025-03-21,37619.37,37968.02,37619.37,37677.06,181800000
2025-03-24,37841.68,37841.68,37608.49,37608.49,101600000
2025-03-25,37953.15,38115.65,37686.26,37780.54,107300000
2025-03-26,38106.66,38220.69,37873.28,38027.29,117100000
2025-03-27,37750.66,37859.06,37556.75,37799.97,140000000
2025-03-28,37357.52,37359.95,36864.93,37120.33,133200000
2025-03-31,36440.18,36440.18,35541.72,35617.56,168400000
2025-04-01,35961.19,36052.54,35537.86,35624.48,123600000
2025-04-02,35751.02,35778.90,35426.33,35725.87,128700000
2025-04-03,35041.67,35044.73,34102.00,34735.93,195800000
2025-04-04,34304.66,34320.11,33259.76,33780.58,227600000
2025-04-07,33154.97,33158.87,30792.74,31136.58,266700000
2025-04-08,31729.11,33257.16,31703.69,33012.58,191900000
2025-04-09,32529.23,32565.84,31258.18,31714.03,199300000
2025-04-10,32321.21,34639.39,32320.66,34609.00,201600000
2025-04-11,33951.25,33953.29,32626.58,33585.58,182600000
2025-04-14,34006.37,34325.59,33887.70,33982.36,118800000
2025-04-15,34349.01,34459.00,34266.31,34267.54,113800000
2025-04-16,34249.82,34329.27,33658.47,33920.40,115600000
2025-04-17,33987.01,34379.13,33931.53,34377.60,111200000
2025-04-18,34353.88,34758.97,34224.57,34730.28,102000000
2025-04-21,34556.23,34610.60,34216.98,34279.92,96400000
2025-04-22,34111.14,34340.57,34109.85,34220.60,99400000
2025-04-23,34787.93,35142.12,34682.28,34868.63,133400000
2025-04-24,35194.71,35287.95,34960.65,35039.15,137100000
2025-04-25,35387.67,35835.28,35337.98,35705.74,134700000
2025-04-28,35962.80,36075.26,35773.49,35839.99,132400000
2025-04-30,35946.88,36056.52,35793.33,36045.38,167100000
2025-05-01,36197.04,36544.15,36040.05,36452.30,131600000
2025-05-02,36636.55,36976.51,36606.58,36830.69,141000000
2025-05-07,36903.66,36942.38,36731.39,36779.66,156300000
2025-05-08,36863.38,36977.35,36606.71,36928.63,137300000
2025-05-09,37332.57,37557.41,37219.03,37503.33,201400000
2025-05-12,37697.28,37726.44,37417.39,37644.26,142900000
2025-05-13,38149.53,38494.06,38124.20,38183.26,177400000
2025-05-14,38199.03,38325.88,37851.80,38128.13,152100000
2025-05-15,37832.36,37876.84,37633.36,37755.51,134800000
2025-05-16,37748.58,37786.43,37479.21,37753.72,128100000
2025-05-19,37572.36,37656.23,37445.93,37498.63,107600000
2025-05-20,37723.60,37921.81,37455.70,37529.49,125800000
2025-05-21,37590.15,37659.94,37298.98,37298.98,121300000
2025-05-22,36931.89,37100.45,36855.83,36985.87,110900000
2025-05-23,37161.74,37373.91,37111.63,37160.47,105300000
2025-05-26,37209.26,37531.53,37167.01,37531.53,89900000
2025-05-27,37523.37,37769.05,37411.68,37724.11,86200000
2025-05-28,38094.79,38178.73,37709.71,37722.40,122600000
2025-05-29,38046.97,38454.07,38035.32,38432.98,133200000
2025-05-30,37912.49,38114.47,37748.17,37965.10,204300000
2025-06-02,37651.18,37651.18,37320.72,37470.67,109600000
2025-06-03,37598.31,37729.45,37446.81,37446.81,109300000
2025-06-04,37686.66,37868.42,37672.47,37747.45,106700000
2025-06-05,37590.39,37732.88,37527.88,37554.49,113800000
2025-06-06,37590.44,37756.15,37590.42,37741.61,98100000
2025-06-09,38028.71,38178.01,38018.22,38088.57,85700000
2025-06-10,38278.17,38495.70,38139.10,38211.51,106000000
2025-06-11,38431.10,38529.64,38288.28,38421.19,109300000
2025-06-12,38324.93,38407.57,38102.05,38173.09,104500000
2025-06-13,38130.25,38141.59,37540.20,37834.25,143500000
2025-06-16,38056.86,38342.52,38055.52,38311.33,104700000
2025-06-17,38366.68,38581.25,38333.35,38536.74,103600000
2025-06-18,38364.16,38885.15,38364.16,38885.15,110000000
2025-06-19,38858.52,38870.55,38488.34,38488.34,89300000
